id,purchase_id,product_id,amount,price,discount,marketing_rule
91259-0,91259,2235,1,578,56,1
91259-1,91259,2742,2,412,50,1
91259-2,91259,1199,2,500,76,1
91259-3,91259,1702,1,733,27,1
91259-4,91259,1485,1,939,84,1
91259-5,91259,3067,2,801,68,0
34555-0,34555,2919,2,367,9,1
34555-1,34555,2537,1,650,0,1
34555-2,34555,1849,2,586,33,1
34555-3,34555,1133,1,247,34,0
34555-4,34555,1476,1,941,4,1
34555-5,34555,3067,2,667,94,1
34555-6,34555,1363,1,541,51,1
34555-7,34555,1627,2,199,83,1
35509-0,35509,2767,1,509,33,0
35509-1,35509,1929,2,962,57,0
35509-2,35509,2400,1,919,57,1
35509-3,35509,2112,2,757,60,1
35509-4,35509,2124,1,867,88,0
36778-0,36778,2963,1,510,70,0
36778-1,36778,1227,1,767,40,1
36778-2,36778,2625,1,914,90,0
36778-3,36778,1830,1,705,17,1
36778-4,36778,2832,1,878,6,1
36778-5,36778,2266,1,948,4,1
36778-6,36778,2548,1,664,8,1
36778-7,36778,2252,1,477,45,1
63114-0,63114,2627,1,796,93,1
75955-0,75955,1542,1,709,22,1
75955-1,75955,2513,2,693,37,0
75955-2,75955,1485,1,736,57,1
75955-3,75955,1512,2,257,12,1
75955-4,75955,1081,1,914,85,1
75955-5,75955,1470,1,808,16,1
75955-6,75955,3053,1,241,56,1
75955-7,75955,1899,1,839,10,1
75955-8,75955,2592,2,313,42,1
75955-9,75955,1671,1,366,83,1
8473-0,8473,2193,2,336,49,0
8473-1,8473,1512,1,718,90,1
8473-2,8473,1998,1,356,100,1
8473-3,8473,2750,2,859,2,0
32029-0,32029,2664,1,480,21,0
32029-1,32029,1659,1,461,31,0
1992-0,1992,2177,1,487,82,0
1992-1,1992,2933,1,485,71,1
1992-2,1992,3111,1,983,66,0
1992-3,1992,2857,1,692,56,0
1992-4,1992,1375,1,902,89,1
1992-5,1992,2235,1,573,79,1
1992-6,1992,2027,1,750,95,1
1992-7,1992,1831,2,460,76,1
1992-8,1992,1566,1,573,53,0
1992-9,1992,1929,3,916,71,0
89683-0,89683,2410,1,123,19,1
89683-1,89683,1542,1,821,83,1
89683-2,89683,3030,1,935,18,1
89683-3,89683,2278,1,745,95,0
89683-4,89683,1512,1,991,25,1
89683-5,89683,1942,1,647,24,0
89683-6,89683,2767,1,735,92,0
89683-7,89683,1515,1,653,84,1
89683-8,89683,1470,1,979,28,1
89683-9,89683,3042,1,340,0,1
33096-0,33096,1804,2,218,24,0
14886-0,14886,2037,1,691,42,0
75898-0,75898,1671,2,735,61,0
75898-1,75898,2750,1,890,16,1
75898-2,75898,1215,2,785,3,0
82175-0,82175,1617,2,494,37,1
82175-1,82175,2700,2,103,94,0
47402-0,47402,1450,1,841,94,0
47402-1,47402,2470,1,432,79,0
43158-0,43158,1659,2,319,76,0
43158-1,43158,3053,1,578,47,1
76444-0,76444,2592,1,460,52,1
76444-1,76444,3017,1,940,20,0
76444-2,76444,1232,1,462,88,1
76444-3,76444,2485,2,390,11,0
76444-4,76444,2627,1,338,47,1
76444-5,76444,1797,1,927,9,0
76444-6,76444,2417,1,290,84,0
66107-0,66107,2193,1,506,9,0
66107-1,66107,2213,1,253,60,0
66107-2,66107,1989,2,464,96,1
66107-3,66107,1880,1,291,43,1
66107-4,66107,1512,1,434,5,0
66107-5,66107,1381,2,320,26,1
66107-6,66107,1752,3,709,87,0
66107-7,66107,1752,1,249,16,0
44706-0,44706,1653,3,837,12,0
44706-1,44706,1314,2,227,34,1
44706-2,44706,2440,1,758,23,0
44706-3,44706,1166,1,223,45,1
44706-4,44706,1209,1,271,54,1
44706-5,44706,2916,1,440,39,1
44706-6,44706,1752,1,192,25,0
44706-7,44706,2933,1,940,19,0
44706-8,44706,1294,2,701,10,0
5347-0,5347,1880,3,233,36,0
5347-1,5347,1785,1,809,24,1
5347-2,5347,1690,1,706,85,1
5347-3,5347,1512,1,553,75,0
5347-4,5347,1512,2,245,53,1
5347-5,5347,2446,1,728,33,0
5347-6,5347,1057,2,154,32,0
5347-7,5347,1133,3,483,79,0
5347-8,5347,3019,3,849,37,1
5347-9,5347,3021,1,773,81,1
67019-0,67019,2410,1,457,18,0
67019-1,67019,2905,2,892,97,0
67019-2,67019,2252,2,731,1,0
67019-3,67019,2409,1,534,88,0
67019-4,67019,2774,1,769,49,0
67019-5,67019,1515,2,259,37,0
67019-6,67019,2417,1,453,1,0
67019-7,67019,1647,1,135,38,1
67019-8,67019,1419,1,933,38,1
67019-9,67019,3053,1,528,76,1
98848-0,98848,1671,1,840,82,1
98848-1,98848,1874,1,700,20,0
98848-2,98848,2417,2,874,88,0
39641-0,39641,3111,1,545,94,1
39641-1,39641,2775,3,390,2,0
39641-2,39641,2332,1,733,0,1
39641-3,39641,1752,1,354,57,1
39641-4,39641,1831,1,954,15,0
39641-5,39641,2212,1,551,56,0
39641-6,39641,2664,2,329,12,1
8294-0,8294,1989,1,119,1,0
83366-0,83366,1419,3,903,40,0
31673-0,31673,1363,1,461,68,1
31673-1,31673,2470,1,903,72,0
46918-0,46918,2306,1,250,69,1
46918-1,46918,1890,1,975,93,1
46918-2,46918,1381,1,434,48,1
46918-3,46918,2537,2,289,31,1
46918-4,46918,2742,1,270,25,1
46918-5,46918,2683,2,152,57,0
46918-6,46918,1251,1,939,73,1
46918-7,46918,1653,1,687,57,0
46918-8,46918,2342,2,520,92,0
46918-9,46918,2169,1,718,14,1
69184-0,69184,2750,1,273,45,0
69184-1,69184,1804,1,799,22,1
69184-2,69184,2446,1,627,50,0
69184-3,69184,1163,1,839,49,1
69184-4,69184,1169,1,528,33,1
54175-0,54175,2472,2,811,78,0
54175-1,54175,2400,1,952,3,1
54175-2,54175,1752,1,110,44,1
54175-3,54175,2266,1,825,20,1
54175-4,54175,1419,1,611,46,0
54175-5,54175,1822,2,962,3,1
54175-6,54175,1399,1,267,41,0
54175-7,54175,1650,1,111,19,0
56494-0,56494,2212,1,619,41,1
56494-1,56494,2266,2,787,15,1
56494-2,56494,1573,1,728,89,0
56494-3,56494,2130,2,866,24,0
56494-4,56494,2407,1,969,63,0
56494-5,56494,1934,1,561,36,0
10351-0,10351,2169,1,714,37,0
10351-1,10351,1903,2,827,1,1
10351-2,10351,2513,1,613,64,1
10351-3,10351,1476,1,594,71,0
10351-4,10351,2963,1,403,78,0
10351-5,10351,2513,2,633,45,1
16933-0,16933,2482,3,462,76,1
3963-0,3963,2130,3,949,42,1
3963-1,3963,1232,1,786,65,1
3963-2,3963,2775,1,800,52,1
3963-3,3963,2537,1,192,78,1
72266-0,72266,2513,1,814,27,1
72266-1,72266,1830,2,990,10,1
72266-2,72266,2700,3,968,70,1
72266-3,72266,2933,1,156,81,0
72266-4,72266,1341,3,987,22,1
72266-5,72266,2763,1,125,83,1
72266-6,72266,1668,2,181,33,1
72266-7,72266,1312,2,503,24,0
73834-0,73834,1604,2,497,28,0
73834-1,73834,2342,1,954,20,0
73834-2,73834,3021,1,320,47,0
73834-3,73834,1566,1,295,47,0
73834-4,73834,1232,1,214,24,0
73834-5,73834,3111,1,995,39,0
73834-6,73834,2212,1,305,78,0
7638-0,7638,2431,1,538,32,1
7638-1,7638,1534,1,184,10,0
7638-2,7638,2577,1,462,42,0
7638-3,7638,2471,1,795,36,0
7638-4,7638,2625,3,559,81,0
7638-5,7638,2228,1,972,74,1
7638-6,7638,1233,1,454,88,0
7638-7,7638,2252,1,601,92,1
7638-8,7638,1912,1,268,80,1
16361-0,16361,1749,1,979,65,1
16361-1,16361,1498,1,592,12,1
16361-2,16361,1903,2,843,65,0
56204-0,56204,1232,3,363,64,0
56204-1,56204,2019,3,182,55,0
56204-2,56204,2548,1,276,33,1
56204-3,56204,2750,2,146,1,0
56204-4,56204,1199,1,294,96,1
56204-5,56204,2213,1,252,52,1
56204-6,56204,2235,1,514,1,1
56204-7,56204,2168,1,446,94,0
56204-8,56204,2213,2,183,22,0
56204-9,56204,2475,1,761,72,0
12681-0,12681,1498,1,503,17,1
12681-1,12681,1166,2,945,48,1
12681-2,12681,1621,1,124,2,0
12681-3,12681,1232,1,575,49,1
12681-4,12681,2485,1,617,82,1
71096-0,71096,1245,1,531,20,0
71096-1,71096,1729,1,482,53,0
91068-0,91068,1512,3,138,0,0
91068-1,91068,2168,1,920,7,0
91068-2,91068,1752,2,112,38,0
91068-3,91068,2235,1,624,29,1
91068-4,91068,2127,1,961,21,1
91068-5,91068,2787,1,626,93,0
91068-6,91068,2246,1,356,36,1
80227-0,80227,2742,1,355,2,0
80227-1,80227,2278,1,128,29,1
80227-2,80227,2281,2,313,23,1
57801-0,57801,2266,1,352,19,0
57801-1,57801,2625,1,676,3,0
57801-2,57801,2812,2,384,5,1
18508-0,18508,1752,1,441,4,1
18508-1,18508,2482,2,409,25,1
18508-2,18508,2027,1,465,38,0
18508-3,18508,1209,3,851,46,1
51747-0,51747,2571,1,832,40,1
51747-1,51747,2431,1,151,19,1
51747-2,51747,1202,3,856,31,1
80811-0,80811,2193,2,397,93,1
51835-0,51835,1852,1,216,77,0
51835-1,51835,1133,1,825,100,0
51835-2,51835,3055,1,318,0,0
51835-3,51835,2775,2,805,58,0
51835-4,51835,2485,1,594,24,1
51835-5,51835,2592,1,593,67,1
51835-6,51835,1363,2,245,84,1
51835-7,51835,1899,2,842,20,0
27647-0,27647,2181,1,231,55,1
27647-1,27647,1843,1,550,35,1
27647-2,27647,2470,1,980,78,0
27647-3,27647,2905,1,314,92,0
76464-0,76464,1215,1,662,38,1
76464-1,76464,1830,3,234,48,1
76464-2,76464,1671,1,391,74,1
76464-3,76464,2787,1,441,58,1
76464-4,76464,2417,1,412,8,1
76464-5,76464,1314,2,994,64,0
76464-6,76464,2095,1,783,65,1
76464-7,76464,2613,1,418,55,1
34515-0,34515,2235,1,135,44,0
34515-1,34515,3055,1,859,57,1
34515-2,34515,2774,1,392,25,1
34515-3,34515,2181,1,484,57,1
34515-4,34515,2436,1,701,45,0
34515-5,34515,1363,1,306,83,1
34515-6,34515,2306,1,519,56,0
34515-7,34515,3111,1,529,69,1
21993-0,21993,2537,1,437,68,0
21993-1,21993,2511,1,846,26,0
21993-2,21993,1690,1,670,2,1
21993-3,21993,1169,1,687,7,0
21993-4,21993,1306,2,265,89,1
21993-5,21993,2431,1,738,38,1
21993-6,21993,1227,1,197,23,0
49562-0,49562,1166,1,627,6,1
49562-1,49562,2925,3,942,77,0
49562-2,49562,2742,1,216,82,1
49562-3,49562,2213,2,145,4,1
49562-4,49562,2736,1,663,0,0
49562-5,49562,3021,3,737,73,0
49562-6,49562,1671,1,814,88,1
49562-7,49562,2909,1,263,28,0
49562-8,49562,1081,2,839,52,0
49562-9,49562,1800,2,320,0,0
49770-0,49770,1843,1,894,51,1
5802-0,5802,1880,1,905,15,1
5802-1,5802,2154,1,202,80,0
5802-2,5802,3021,3,250,91,1
58157-0,58157,1215,1,489,28,1
58157-1,58157,2266,1,184,5,1
58157-2,58157,2278,1,256,4,0
58157-3,58157,2060,1,659,87,1
28312-0,28312,1314,1,263,88,1
87441-0,87441,2095,3,398,34,0
87441-1,87441,1209,2,106,77,1
87441-2,87441,2980,1,963,21,1
87441-3,87441,2774,1,154,60,0
87441-4,87441,1903,1,385,44,1
87441-5,87441,2577,2,913,5,0
85231-0,85231,2440,2,881,57,0
85231-1,85231,2409,1,146,87,1
85231-2,85231,1476,3,759,77,1
85231-3,85231,1057,1,800,1,0
85231-4,85231,1217,1,380,82,1
85231-5,85231,2472,1,221,64,1
23695-0,23695,1604,1,642,44,1
23695-1,23695,2193,1,709,4,1
23695-2,23695,2342,2,544,19,1
23695-3,23695,2153,1,829,5,1
23695-4,23695,2019,1,175,56,0
23695-5,23695,2858,1,364,53,0
23695-6,23695,2933,1,760,4,0
26191-0,26191,1182,2,770,22,1
26191-1,26191,1849,2,650,73,0
26191-2,26191,2431,1,159,47,0
26191-3,26191,2153,2,412,83,0
26191-4,26191,1341,2,450,5,0
26191-5,26191,2613,1,415,16,1
52968-0,52968,1989,1,727,80,0
52968-1,52968,1081,1,403,89,1
52968-2,52968,2407,1,540,5,1
52968-3,52968,1375,2,335,20,1
52968-4,52968,1363,3,210,59,1
52968-5,52968,2436,2,115,24,1
52968-6,52968,2536,1,917,24,0
82214-0,82214,1169,1,505,58,0
82214-1,82214,1289,1,364,84,0
82214-2,82214,2775,3,680,51,0
82214-3,82214,2736,2,114,80,1
82214-4,82214,2124,3,860,3,1
57727-0,57727,2153,1,451,82,0
57727-1,57727,1381,1,932,60,1
57727-2,57727,2919,1,666,35,0
57727-3,57727,1375,1,849,26,0
57727-4,57727,1729,1,857,98,0
63805-0,63805,1566,1,753,37,0
63805-1,63805,2832,2,289,0,1
98207-0,98207,1831,1,407,21,0
98207-1,98207,1450,1,758,23,1
98207-2,98207,1874,1,729,39,1
98207-3,98207,1668,1,887,18,0
98207-4,98207,1289,1,738,76,0
98207-5,98207,2767,3,219,87,1
98207-6,98207,1890,2,787,16,0
98207-7,98207,2112,2,379,35,1
98207-8,98207,1899,2,542,32,0
98207-9,98207,3053,2,557,32,0
54432-0,54432,2139,2,273,20,1
54432-1,54432,3042,1,396,0,1
54432-2,54432,2026,1,910,53,1
54432-3,54432,2153,1,348,25,0
54432-4,54432,2589,1,816,58,0
41561-0,41561,1199,2,730,38,1
41561-1,41561,2485,2,937,36,1
41561-2,41561,1998,1,396,69,0
41561-3,41561,2774,1,412,66,1
41561-4,41561,1989,1,922,20,1
81370-0,81370,3030,3,446,8,0
81370-1,81370,2664,2,583,88,0
81370-2,81370,1942,2,502,35,1
81370-3,81370,2787,1,812,10,1
81370-4,81370,2235,1,625,3,1
42162-0,42162,1476,2,704,11,0
42162-1,42162,2177,1,759,17,1
42162-2,42162,1163,2,436,89,1
42162-3,42162,2536,1,135,11,0
42162-4,42162,2475,1,132,16,1
42162-5,42162,3158,1,805,75,1
42162-6,42162,2536,1,577,25,1
42162-7,42162,2903,1,885,5,1
61648-0,61648,1668,1,558,32,0
61648-1,61648,2916,2,472,88,1
61648-2,61648,2130,2,993,12,0
61648-3,61648,1890,1,891,36,1
61648-4,61648,2306,3,180,19,1
61648-5,61648,1908,1,778,89,1
61648-6,61648,3017,1,185,60,1
79508-0,79508,2471,1,619,66,0
39278-0,39278,2252,1,471,29,0
39278-1,39278,1870,3,457,20,0
39278-2,39278,2246,3,497,39,0
39278-3,39278,1659,1,947,92,1
39278-4,39278,2193,1,492,56,1
48312-0,48312,2612,1,854,97,0
48312-1,48312,1128,2,760,29,0
85460-0,85460,3053,1,688,10,0
85460-1,85460,2139,3,209,89,0
85460-2,85460,2982,1,198,70,1
85460-3,85460,2942,1,848,66,1
85460-4,85460,1534,1,907,7,0
85460-5,85460,1942,1,618,75,0
76577-0,76577,2656,1,171,50,1
24315-0,24315,2203,1,165,7,1
24315-1,24315,3021,1,136,28,1
97964-0,97964,2471,1,672,58,1
97964-1,97964,2124,2,295,12,0
97964-2,97964,1512,1,647,54,1
97964-3,97964,2177,1,137,9,1
30571-0,30571,1831,1,550,91,1
30571-1,30571,1823,1,302,67,0
30571-2,30571,1651,1,226,23,1
30571-3,30571,2417,1,725,48,0
30571-4,30571,2257,1,818,82,0
30571-5,30571,2228,1,761,92,0
30571-6,30571,2763,1,723,27,1
30571-7,30571,1880,1,967,67,0
30571-8,30571,2750,3,463,24,1
30571-9,30571,2395,1,273,6,1
18479-0,18479,1627,1,220,88,1
18479-1,18479,1823,2,466,33,0
90764-0,90764,1830,1,455,11,0
90764-1,90764,2140,1,368,35,1
89029-0,89029,1852,1,484,24,1
89029-1,89029,2440,1,699,65,0
89029-2,89029,2139,1,400,88,0
89029-3,89029,2589,1,907,11,0
89029-4,89029,1729,2,158,23,1
89029-5,89029,2105,1,673,29,0
52856-0,52856,2431,2,143,98,1
52856-1,52856,2332,2,732,94,1
52856-2,52856,2513,3,337,63,1
52856-3,52856,2278,1,978,75,0
52856-4,52856,1929,1,122,40,0
52856-5,52856,2332,1,209,39,0
7168-0,7168,2700,2,379,32,1
7168-1,7168,2169,2,886,77,1
7168-2,7168,1227,1,968,89,0
2791-0,2791,2139,1,978,26,0
2791-1,2791,2431,3,303,88,0
2791-2,2791,1251,2,444,77,0
2791-3,2791,1899,1,771,67,1
86262-0,86262,2332,2,119,40,0
55418-0,55418,2471,2,579,32,1
55418-1,55418,1512,1,419,88,0
55418-2,55418,1647,1,848,19,0
55418-3,55418,1729,1,603,100,1
55418-4,55418,2278,2,681,100,1
55418-5,55418,2440,1,191,45,0
90038-0,90038,1903,1,764,18,1
90038-1,90038,2482,1,613,50,1
90038-2,90038,1627,1,157,13,1
90038-3,90038,1133,2,767,100,1
90038-4,90038,2736,1,994,54,1
90038-5,90038,1209,1,594,69,1
56328-0,56328,2431,1,479,92,0
56328-1,56328,1621,1,880,35,1
56328-2,56328,3055,1,287,12,1
56328-3,56328,2482,1,470,59,0
56328-4,56328,1729,3,241,51,1
56328-5,56328,1908,1,766,5,0
56328-6,56328,1659,1,526,19,0
46691-0,46691,1363,1,872,61,1
46691-1,46691,2212,1,154,87,0
46691-2,46691,1057,1,920,39,0
46691-3,46691,2942,1,593,8,0
46691-4,46691,1512,1,373,93,0
46691-5,46691,2252,1,268,79,0
46691-6,46691,2139,3,711,90,1
46691-7,46691,2342,1,634,7,0
43034-0,43034,1929,1,488,30,0
43034-1,43034,2127,1,957,13,1
43034-2,43034,1081,2,536,33,1
43034-3,43034,3053,3,317,22,1
43034-4,43034,1668,1,153,42,1
43034-5,43034,2154,1,573,39,0
43034-6,43034,1375,2,463,31,0
43034-7,43034,2858,1,182,58,1
11021-0,11021,2168,3,925,94,1
11021-1,11021,1822,3,709,77,1
43313-0,43313,2395,3,575,10,0
43313-1,43313,2592,1,857,49,0
43313-2,43313,1566,1,885,64,1
43313-3,43313,2436,1,906,39,1
43313-4,43313,1470,1,952,76,1
43313-5,43313,2482,1,120,89,1
43313-6,43313,2475,1,499,25,1
43313-7,43313,2485,3,254,40,0
69334-0,69334,2812,1,556,78,1
69334-1,69334,3111,1,340,89,0
47720-0,47720,1942,1,100,55,0
47720-1,47720,1485,2,957,93,0
47720-2,47720,2475,1,867,27,1
47720-3,47720,1875,1,511,36,1
47720-4,47720,1785,1,389,99,1
19571-0,19571,2592,1,154,20,1
19571-1,19571,1934,1,209,53,1
19571-2,19571,2410,3,428,96,1
89660-0,89660,1912,1,747,66,1
89660-1,89660,1498,3,1000,45,1
89660-2,89660,2130,1,320,62,0
89660-3,89660,1566,1,364,90,0
89660-4,89660,2511,1,453,62,1
89660-5,89660,1899,1,346,21,0
89660-6,89660,1651,1,151,66,0
89660-7,89660,2266,1,298,73,0
67359-0,67359,1831,1,886,59,1
67359-1,67359,1852,1,818,8,0
18828-0,18828,2105,1,354,37,1
18828-1,18828,2400,2,602,79,1
18828-2,18828,1785,1,471,71,0
20804-0,20804,1245,3,556,80,1
20804-1,20804,1232,1,386,34,0
20804-2,20804,2925,3,298,46,0
20804-3,20804,2485,1,168,79,1
20804-4,20804,1381,1,414,61,0
20804-5,20804,2925,2,116,80,0
20804-6,20804,1690,1,304,61,0
59916-0,59916,2470,2,699,44,1
59916-1,59916,2775,2,233,28,0
19889-0,19889,1217,1,763,88,1
19889-1,19889,1485,1,809,19,0
19889-2,19889,1485,1,995,19,0
19889-3,19889,1899,2,916,86,0
19889-4,19889,1476,2,111,94,1
19889-5,19889,2127,1,555,42,1
89927-0,89927,1942,1,902,51,0
89927-1,89927,2410,3,662,36,0
89927-2,89927,1899,1,553,76,1
89927-3,89927,2128,3,497,36,0
22362-0,22362,2857,1,469,12,1
22362-1,22362,2775,2,563,15,1
22362-2,22362,2475,1,380,44,1
22362-3,22362,1163,1,100,79,1
22362-4,22362,1659,1,636,91,1
22362-5,22362,2774,1,777,50,0
61459-0,61459,2664,1,470,83,0
61459-1,61459,1379,1,987,50,0
61459-2,61459,2513,1,903,45,0
83786-0,83786,1934,1,951,17,0
17118-0,17118,2313,1,357,87,0
17118-1,17118,2742,2,209,88,0
17118-2,17118,1849,1,340,8,0
17118-3,17118,1566,1,347,60,0
17118-4,17118,1804,1,500,90,0
34350-0,34350,1199,1,635,5,0
34350-1,34350,2019,1,972,37,0
21248-0,21248,1057,1,823,32,0
21248-1,21248,1785,1,625,35,1
21248-2,21248,1655,1,657,36,1
21248-3,21248,2767,1,560,91,1
21248-4,21248,2767,2,276,17,0
21248-5,21248,2812,3,294,39,1
21248-6,21248,1929,3,439,42,0
21248-7,21248,2571,3,489,89,0
74435-0,74435,1341,1,406,9,0
74435-1,74435,1485,1,178,66,0
16811-0,16811,1573,1,262,75,1
16811-1,16811,2458,1,403,43,1
16811-2,16811,2431,1,465,85,0
68556-0,68556,1515,3,638,44,1
68556-1,68556,3067,1,870,97,1
68556-2,68556,2395,1,734,49,1
23206-0,23206,1752,2,723,88,0
23206-1,23206,1890,3,900,51,1
23206-2,23206,2212,1,577,41,1
23206-3,23206,1998,1,944,70,1
23206-4,23206,3111,1,691,81,1
23206-5,23206,2440,1,828,40,0
23206-6,23206,2742,1,184,87,1
23206-7,23206,1217,1,412,56,0
87136-0,87136,2763,1,594,46,0
87136-1,87136,2410,1,124,23,0
87136-2,87136,2128,1,469,4,0
87136-3,87136,2832,1,328,92,0
87136-4,87136,2942,1,643,16,0
87136-5,87136,2153,3,157,26,1
87136-6,87136,3019,1,811,73,0
87136-7,87136,2513,1,644,45,0
87136-8,87136,1227,1,912,20,0
87602-0,87602,1849,2,845,63,0
87602-1,87602,1617,2,222,72,1
87602-2,87602,1627,1,537,45,1
87602-3,87602,2858,1,789,13,1
83103-0,83103,2130,2,648,53,1
83103-1,83103,1381,1,611,98,0
83103-2,83103,1217,2,988,81,0
83103-3,83103,1690,1,347,61,0
83103-4,83103,2313,1,649,83,0
83103-5,83103,1875,1,957,64,1
83103-6,83103,2228,1,782,16,0
83103-7,83103,1573,1,907,32,1
83103-8,83103,2306,1,344,96,1
64477-0,64477,1381,1,315,45,1
64477-1,64477,2571,1,759,66,1
64477-2,64477,2903,1,303,5,0
64477-3,64477,1163,1,614,100,0
64477-4,64477,2278,1,309,35,1
64477-5,64477,1379,1,491,88,1
64477-6,64477,2592,1,634,79,0
64477-7,64477,2770,1,379,27,0
90675-0,90675,1752,1,200,7,1
90675-1,90675,1621,2,900,49,0
90675-2,90675,2026,2,918,87,1
82618-0,82618,1251,1,801,41,0
29642-0,29642,2154,1,270,71,0
29642-1,29642,1476,1,720,20,1
29642-2,29642,2446,1,290,0,0
29642-3,29642,2140,1,727,39,0
1771-0,1771,1470,1,599,22,0
5866-0,5866,3055,2,354,24,0
5866-1,5866,2664,1,412,45,1
5866-2,5866,1534,2,494,32,0
5866-3,5866,2625,1,667,36,1
5866-4,5866,2475,1,603,64,0
44965-0,44965,3067,1,235,90,1
44965-1,44965,1232,1,490,21,0
44965-2,44965,2589,1,581,45,0
44965-3,44965,1233,1,776,68,0
44965-4,44965,1485,1,396,8,1
44965-5,44965,1785,1,541,15,1
44965-6,44965,2400,1,235,94,1
44965-7,44965,1823,3,774,18,1
3322-0,3322,2683,1,492,17,0
3322-1,3322,2252,3,476,4,0
3322-2,3322,2537,1,101,71,1
3322-3,3322,1133,1,153,2,1
3322-4,3322,1650,1,498,31,1
3175-0,3175,1903,1,770,40,0
3175-1,3175,1128,2,497,64,0
3175-2,3175,1381,1,922,69,0
3175-3,3175,2417,1,350,49,1
3175-4,3175,1199,1,363,95,1
3175-5,3175,1566,1,240,42,1
3175-6,3175,2410,2,831,4,1
3175-7,3175,1363,1,243,59,1
19408-0,19408,2181,1,768,16,1
19408-1,19408,1908,1,751,79,0
57605-0,57605,2458,1,557,34,1
77153-0,77153,2763,3,611,33,0
77153-1,77153,1929,1,854,11,0
77153-2,77153,1647,1,129,15,1
77153-3,77153,1912,1,318,32,1
77153-4,77153,1627,1,358,26,1
77153-5,77153,1534,1,517,75,1
77153-6,77153,1209,1,390,33,0
77153-7,77153,2980,1,984,75,0
66420-0,66420,3158,1,930,41,0
66420-1,66420,2203,1,710,93,0
81254-0,81254,1199,1,908,52,1
81254-1,81254,1166,1,913,49,0
81254-2,81254,1823,1,257,43,0
81254-3,81254,2169,1,795,2,0
81254-4,81254,2246,1,926,81,0
81254-5,81254,2130,1,651,23,0
81254-6,81254,2257,3,763,10,1
25095-0,25095,2858,1,731,74,1
25095-1,25095,2548,1,944,17,0
25095-2,25095,1057,3,626,84,0
29619-0,29619,3158,1,610,53,0
29619-1,29619,1312,1,408,31,1
29619-2,29619,2458,1,960,71,1
29619-3,29619,2446,2,746,35,1
29619-4,29619,2436,1,538,1,1
29619-5,29619,2664,1,114,2,0
41822-0,41822,2471,3,899,16,1
41822-1,41822,1662,1,148,15,0
41822-2,41822,2130,1,557,44,0
41822-3,41822,3030,3,647,93,0
41822-4,41822,2750,2,629,53,1
41822-5,41822,1651,1,964,5,0
41822-6,41822,1831,1,339,29,1
41822-7,41822,2980,2,131,28,0
72031-0,72031,2763,1,400,15,0
54444-0,54444,2471,1,386,26,0
54444-1,54444,1081,2,579,52,0
54444-2,54444,1822,1,415,25,0
54444-3,54444,2750,1,126,1,1
54444-4,54444,1638,1,965,19,0
54444-5,54444,1752,1,970,6,0
54444-6,54444,2252,1,921,35,0
68899-0,68899,2112,1,692,80,0
68899-1,68899,1133,2,970,54,1
68899-2,68899,2925,1,624,19,1
68899-3,68899,1638,1,653,67,0
68899-4,68899,2612,1,408,43,0
68899-5,68899,1831,1,578,0,0
92156-0,92156,2168,1,993,54,1
92156-1,92156,1875,1,162,20,0
16052-0,16052,2019,1,759,76,0
16052-1,16052,1822,1,486,77,0
16052-2,16052,2902,1,926,51,1
16052-3,16052,2440,2,735,11,0
16052-4,16052,1659,1,235,82,1
16052-5,16052,1908,1,848,64,1
16052-6,16052,1849,1,205,87,0
16052-7,16052,1749,1,568,19,1
54391-0,54391,2548,1,179,32,0
54391-1,54391,2589,1,683,91,0
54391-2,54391,1251,1,973,39,0
54391-3,54391,1166,2,633,99,0
54391-4,54391,2612,2,268,21,0
54391-5,54391,1485,1,572,62,0
54391-6,54391,1749,1,404,63,0
54391-7,54391,2241,3,756,19,1
54391-8,54391,1573,1,752,5,0
21396-0,21396,2700,1,600,29,0
21396-1,21396,2281,3,279,13,0
21396-2,21396,3158,1,537,56,1
52598-0,52598,2963,2,489,45,0
52598-1,52598,3021,2,745,40,1
52598-2,52598,2458,1,742,2,0
52598-3,52598,1363,1,306,7,1
52598-4,52598,2942,1,397,86,1
52598-5,52598,1899,1,632,56,0
52598-6,52598,1199,1,707,52,0
6125-0,6125,1227,1,677,86,1
6125-1,6125,2235,1,339,34,0
6125-2,6125,1822,2,640,33,0
6125-3,6125,1627,3,830,89,1
6125-4,6125,2905,3,500,65,0
48695-0,48695,2933,1,347,70,0
48695-1,48695,2140,1,615,63,0
48695-2,48695,2407,1,616,62,0
48695-3,48695,1604,1,769,64,1
48695-4,48695,2916,3,987,83,0
69510-0,69510,2252,2,180,4,0
69510-1,69510,1621,3,429,42,1
69510-2,69510,2832,1,103,81,0
69510-3,69510,2193,2,592,37,0
69510-4,69510,1470,2,530,25,1
69510-5,69510,2139,1,241,82,0
69510-6,69510,2177,2,414,0,1
69510-7,69510,1852,1,550,85,1
69510-8,69510,2128,1,461,53,1
69510-9,69510,2027,1,493,3,1
78953-0,78953,1233,1,459,51,1
78953-1,78953,2592,1,645,20,0
78953-2,78953,1245,1,590,40,0
78953-3,78953,2407,1,585,54,0
78953-4,78953,2736,3,694,69,1
78953-5,78953,1668,1,339,21,1
78953-6,78953,1169,1,416,37,1
4020-0,4020,1217,1,357,33,1
4020-1,4020,2905,3,389,65,1
37395-0,37395,1749,2,788,99,1
37395-1,37395,2446,1,153,50,1
